floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality,dist_to_center_km,dist_to_metro_km,parks_1km,groceries_top_1km,schools_1km,pharmacies_top_1km,clinics_1km
12,32,1,50.0,95000,Очаково-Матвеевское,проезд Стройкомбината,1,Очаково I,55.6831368,37.4477379,1,13.104414488774642,0.2348749706403396,1,4,1,1,2
21,26,1,26.0,93000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,55.6823842,37.6375852,1,7.845014080045203,1.0454056649068295,1,2,2,1,0
13,33,1,33.0,95000,Бутырский, Добролюбова,8к3,Бутырская ,55.8112624,37.5972629,1,6.707556736120121,0.414430224195137,0,2,1,0,1
5,30,2,50.0,100000,Головинский,Головинское шоссе,7,Водный стадион,55.837861,37.5011623,0,11.999390334183731,0.8611300277974309,1,3,0,0,1
2,9,3,58.0,95000,Фили-Давыдково, Артамонова,11К2,Давыдково,55.7178093,37.4566282,1,10.765943126531726,0.4192678079693066,2,7,11,0,3
15,17,3,93.0,95000,Бирюлево Восточное,6-я Радиальная ,3к11,Царицыно,55.6069526,37.6591498,1,16.34107699825544,1.4019265889469004,0,4,0,0,2
6,12,2,62.0,92000,Аэропорт, Степана Супруна,4,Аэропорт,55.7969561,37.5446016,1,6.763801731391364,0.9641291618466676,0,3,5,1,8
17,17,3,88.0,95000,Строгино, Твардовского,4К2,Строгино,55.7971993,37.3911641,1,15.020242020943291,1.0185090748102363,0,4,2,2,2
2,7,2,61.0,95000,Марьина роща, Сущевский Вал,41,Марьина Роща,55.7926071,37.5999726,0,4.64397626500524,1.4948855467989628,1,7,3,0,9
4,16,2,55.0,95000,Савеловский,Башиловская ,23К2,Дмитровская,55.8014381,37.5732062,1,6.153427002752279,0.9085860891579532,2,6,3,1,4
14,15,3,80.0,99000,Сосенское,проспект Магеллана,1,Прокшино,55.5901104,37.4478705,1,20.911338849849976,1.0361789549334433,0,4,1,3,0
9,17,1,42.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к4,Аминьевская,55.6944058,37.4627488,1,11.61736767920444,0.6515057267551864,1,0,2,2,0
11,16,3,65.0,100000,Бутырский, Яблочкова,41А,Фонвизинская,55.8274381,37.577221,1,8.755679692532828,0.8523576672872579,0,4,5,0,1
7,23,4,81.0,100000,Митино,Муравская ,38Бк4,Пятницкое шоссе,55.8608767,37.3636549,0,19.953321477556667,1.0401177670777215,0,1,1,0,0
3,26,1,40.5,95000,Покровское-Стрешнево,Летная ,95Бк2,Спартак,55.4930509,37.1797801,0,39.80576449225176,39.546341212320925,0,0,0,0,0
24,33,2,60.0,100000,Соколиная гора,проспект Буденного,51к7,Шоссе Энтузиастов,55.7593145,37.740578,1,7.743854033442997,0.4999900048232215,1,5,1,0,2
7,17,3,74.0,100000,Обручевский, Воронцовские Пруды,5,Воронцовская,55.6636095,37.5349399,1,11.108690028699291,0.6934495985060041,1,5,1,3,3
6,32,1,34.0,95000,Ховрино, Дыбенко,7/1,Ховрино,55.8785956,37.4790106,1,16.521044051977434,0.486788342606442,1,4,1,0,0
3,20,1,55.0,100000,Кунцево, Маршала Тимошенко,17К2,Крылатское,55.7470506,37.3957499,1,13.888460994311636,1.3365818042092816,1,1,0,0,3
4,16,2,50.0,100000,Сосенское,проспект Прокшинский,9,Прокшино,55.5914365,37.4295145,1,21.39635604470321,1.3915301836153195,0,3,1,1,0
16,17,3,75.0,95000,Митино,Пятницкое шоссе,41К1,Пятницкое шоссе,55.8565183,37.350702,1,20.32249946839369,0.3541331707400827,1,5,4,3,2
15,25,2,56.0,95000,Покровское-Стрешнево, Большая Набережная,19к3,Тушинская,55.8305188,37.4582959,1,13.23771184616996,1.4419108266605376,9,3,3,0,3
4,17,4,92.0,100000,Рязанский,Окская ,1К1,Кузьминки,55.7119735,37.7520693,1,9.529943967335893,1.0068941535863398,5,5,7,1,2
11,20,1,49.4,94999,Фили-Давыдково,Кастанаевская ,45К2,Пионерская,55.7314156,37.4643247,1,9.857859244202215,0.5343842867380236,3,2,4,0,5
12,17,2,50.0,95000,Щукино, Берзарина,32А,Октябрьское поле,55.7902666,37.4691309,1,10.207939307909538,1.5562332554249456,1,5,2,0,0
14,17,1,37.0,96000,Люблино,Цимлянская ,3к3,Люблино,55.6697157,37.7710751,1,13.278462351085912,0.9671597413481444,1,6,6,0,2
3,25,3,87.3,99500,Орехово-Борисово Южное,Ясеневая ,12к1,Домодедовская,55.6012561,37.7274968,1,18.12769811227679,1.182974959609702,0,7,5,1,0
22,35,1,46.0,100000,Левобережный,Фестивальная ,15К4,Речной вокзал,55.8595175,37.4748951,1,14.90925203893521,0.607483569225019,0,9,3,4,0
9,30,2,42.0,95000,Рязанский,Окская ,7А,Окская,55.7165446,37.7690857,1,10.277570771125484,0.3884668382982086,1,3,2,1,1
24,30,1,54.0,95000,Южнопортовый, 1-я Машиностроения,10,Дубровка,55.7139643,37.6714651,1,5.415262126565803,0.4202590434187359,5,4,4,1,3
19,33,2,42.0,95000,Отрадное,Сигнальный проезд,16к1,Владыкино,55.8511307,37.6015417,1,11.065307939642349,0.7401550704170735,0,0,0,2,0
3,9,2,60.0,99000,Войковский, Космонавта Волкова,5К1,Войковская,55.8163728,37.5076257,1,9.919456313739325,0.6766806417030238,7,5,3,4,4
9,16,3,75.0,95000,Сосенское, Большое Понизовье,14,Филатов луг,55.6076572,37.4102248,1,20.65317192574244,0.9012032073446375,0,0,0,0,0
17,27,1,40.7,95000,Нагорный,Электролитный проезд,7,Нагорная,55.6718864,37.6089843,0,8.92673245216168,0.1488340784955655,3,6,2,1,0
5,20,4,94.0,95000,Соколиная гора,Мироновская ,25,Измайлово,55.7879387,37.7322337,1,8.212910301763216,0.6634509822251503,1,5,2,1,1
20,24,3,82.0,95000,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,55.8161887,37.7538813,1,11.11866523458553,1.0643607056107558,0,3,1,1,0
2,12,2,38.2,100000,Текстильщики,Люблинская ,5К4,Текстильщики,55.7164199,37.7309054,1,8.129096011876031,0.832730096883733,4,6,5,1,3
24,25,2,53.5,95000,Московский, Саларьевская,8к2,Саларьево,55.6195333,37.4162445,1,19.395514930119,0.600923523179901,0,0,1,1,1
12,32,4,73.0,95000,Митино,Муравская ,38Бк4,Пятницкое шоссе,55.8608767,37.3636549,0,19.953321477556667,1.0401177670777215,0,1,1,0,0
2,11,1,36.0,100000,Дорогомилово,Украинский бульвар,3,Киевская,55.7491727,37.5668144,1,3.187642273976316,0.6194516886201613,4,3,4,4,1
10,14,2,50.0,95000,Можайский,Сколковское шоссе,40к2,Сетунь,55.7007091,37.3938282,1,15.12366894942679,2.5669292892761724,0,0,0,1,0
6,16,2,54.0,100000,Академический, Ивана Бабушкина,3,Академическая,55.6878545,37.5641544,0,7.878646513550025,0.5166018712999393,4,7,3,2,5
6,12,2,56.4,95000,Тверской,Краснопролетарская ,9,Новослободская,55.778899,37.6057019,0,3.0782462120653906,0.2891622392758279,8,5,4,5,17
4,9,2,48.8,94000,Гагаринский,Ленинский проспект,34/1,Ленинский проспект,55.7069668,37.5775882,1,5.598675746237326,0.4641893411426385,3,3,4,0,2
5,12,2,38.0,100000,Таганский,Новорогожская ,11К2,Площадь Ильича,55.742427,37.6820853,1,4.180628097051261,0.5281789170008278,5,5,4,1,5
9,17,3,78.0,95000,Хорошевский,Хорошевское шоссе,58,Полежаевская,55.7789548,37.5330178,1,6.07432742764835,0.9656167143836304,0,7,3,4,2
14,17,2,59.0,95000,Москворечье-Сабурово,Кантемировская ,18К2,Кантемировская,55.6391975,37.6638273,1,12.87718434978423,0.588358347447671,0,10,3,1,4
6,9,1,42.0,100000,Хамовники,Большой Саввинский переулок,3,Киевская,55.7355742,37.5701096,1,3.48473389235259,0.9100850621305618,3,0,3,1,9
4,14,2,50.2,100000,Лефортово,Волочаевская ,13,Площадь Ильича,55.7517748,37.6782874,1,3.804116879099973,0.540153610487837,1,2,3,1,3
3,6,0,35.0,95000,Войковский, Адмирала Макарова,6А,Водный стадион,55.8367579,37.4930182,1,12.219816162369492,0.4231033257858788,1,6,1,1,1
7,33,2,59.5,93000,Нижегородский,Новохохловская ,15к1,Новохохловская,55.7282723,37.711274,1,6.436752618680165,1.193241638297112,0,2,0,1,0
5,24,1,35.0,100000,Донской,Новоданиловская набережная,8к3,Верхние Котлы,55.6973691,37.6260718,0,6.100901760245411,0.9349156996036092,4,3,1,1,5
12,23,2,45.2,95000,Москворечье-Сабурово,Каширский проезд,25к5,Варшавская,55.6532309,37.628136,1,11.005379820009908,0.5454204925567205,1,6,2,1,1
13,32,1,40.7,95000,Ховрино, Дыбенко,7/1,Ховрино,55.8785956,37.4790106,1,16.521044051977434,0.486788342606442,1,4,1,0,0
28,38,1,45.0,95000,Головинский,Кронштадтский бульвар,9к3,Водный стадион,55.8429308,37.4898371,1,12.878417676122105,0.4628251346444159,0,8,1,2,2
4,8,2,60.0,95000,Гагаринский,Ленинский проспект,44,Ленинский проспект,55.7016681,37.5679097,1,6.402605725605619,1.2117484937362026,2,0,1,0,2
12,25,3,82.0,100000,Митино,Пятницкое шоссе,12к3,Волоколамская,55.8407877,37.3883799,1,17.393219269203392,0.7275857310935663,0,5,3,2,0
4,12,1,36.5,100000,Тверской,Новосущевская ,12,Достоевская,55.7827902,37.6067681,1,3.486386439544776,0.4624496074367162,6,4,7,6,16
51,52,1,23.0,92000,Покровское-Стрешнево,Волоколамское шоссе,95/2к7,Трикотажная,55.8190744,37.4547251,0,12.616078322843974,3.8175330941413153,2,2,0,0,5
7,22,1,40.0,93000,Хорошевский,1-я Магистральная ,25,Хорошевская,55.7707987,37.5181311,1,6.557931034899251,0.634915067488748,0,0,0,0,0
12,29,1,42.0,92000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литБ,Аминьевская,55.7210534,37.4499107,0,11.0421782897667,2.6581613990160915,2,4,3,0,2
4,9,1,40.0,93000,Пресненский, Антонова-Овсеенко,5К2,Москва-Сити,55.7528386,37.5380769,1,4.970836016296112,0.626717888046382,1,4,0,5,3
19,26,2,58.0,95000,Чертаново Южное,Варшавское шоссе,141к9,Аннино,55.5889451,37.6007774,1,18.16372757222994,0.6527449327632985,0,5,4,4,3
3,26,3,68.0,95000,Нижегородский,Перовское шоссе,2к1,Нижегородская,55.7337522,37.7383162,1,7.830391232795809,0.5574181953894777,0,4,4,0,1
7,16,2,45.0,95000,Бутырский, Добролюбова,8к2,Бутырская ,55.811082,37.5954938,1,6.7096685614569616,0.5194125631312289,0,2,1,0,3
9,20,3,80.0,100000,Орехово-Борисово Южное,Каширское шоссе,65к2,Домодедовская,55.5999066,37.7245661,1,18.19802213335384,1.229565502550536,1,4,6,1,0
3,9,3,64.0,93000,Чертаново Северное,Сумской проезд,23К2,Южная,55.6289254,37.5939618,1,13.767096561542932,1.190630448344293,2,5,4,0,3
2,16,2,65.0,100000,Войковский,Ленинградское шоссе,52Б,Водный стадион,55.8373301,37.4856096,1,12.567719046980834,0.2184734019646571,0,5,2,1,1
3,22,2,48.0,93000,Очаково-Матвеевское,Озерная ,44,Озёрная,55.6681932,37.4409591,1,14.46369042450043,0.5646219870641024,0,3,0,0,0
6,19,2,41.0,98000,Проспект Вернадского,Ленинский проспект,92,Новаторская,55.6704369,37.5177382,1,11.016108536250917,0.1485149351460058,1,4,6,3,3
10,12,3,60.0,95000,Головинский,Кронштадтский бульвар,30К3,Коптево,55.8481487,37.5120595,1,12.556936279672856,1.06949727495197,3,6,3,0,2
32,35,1,46.0,95000,Левобережный,Фестивальная ,29,Речной вокзал,55.8583773,37.4800515,1,14.616218996266351,0.5135811522470041,1,7,3,3,2
13,19,2,66.2,100000,Очаково-Матвеевское,Большая Очаковская ,12к3,Аминьевская,55.6879962,37.4608314,1,12.122750214823975,1.3510642544052445,0,2,2,0,0
7,25,1,46.0,95000,Хорошевский, Маргелова,3к1,Беговая,55.7767962,37.5405585,1,5.545753533831131,0.4797249175790543,4,4,1,2,2
2,7,0,27.0,95000,Коптево, Клары Цеткин,18к3,Красный Балтиец,55.8210211,37.5209748,1,9.76133102910784,0.6988995296881785,2,8,7,0,3
5,9,1,33.8,100000,Хамовники,Комсомольский проспект,29,Фрунзенская,55.7250254,37.5801659,1,3.804431392036895,0.2709587366443678,10,4,4,6,11
1,14,3,72.0,93000,Люблино,Краснодарская ,74к2,Люблино,55.6678876,37.7810443,1,13.874108115074996,1.555095603646891,1,2,4,1,1
15,20,0,37.0,95000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,55.8070079,37.6488521,1,6.420713173871547,0.6404494986442502,0,1,4,1,2
3,5,3,92.0,100000,Очаково-Матвеевское,Большая Очаковская ,11,Очаково I,55.6838693,37.4585657,1,12.51083345772905,0.4508038579112952,0,5,3,0,2
4,16,3,87.0,93000,Москворечье-Сабурово, Москворечье,4К5,Кантемировская,55.6438785,37.6513198,1,12.210454532538568,0.917197542082444,1,3,1,0,2
5,5,2,56.0,95000,Аэропорт,2-й Амбулаторный проезд,13,Красный Балтиец,55.8120774,37.5296125,1,8.648287731631765,0.4325999871850196,0,3,2,0,1
9,16,3,54.6,95000,Воскресенское, Цветочная,1,Румянцево,55.5365623,37.4330502,1,26.607414635444663,10.737796347296769,0,0,0,0,0
2,30,1,40.0,95000,Ховрино, Дыбенко,7/1,Ховрино,55.8785956,37.4790106,1,16.521044051977434,0.486788342606442,1,4,1,0,0
1,9,1,15.0,92052,Басманный,Спартаковский переулок,24С1,Бауманская,55.7760214,37.6808222,1,4.77636310445089,0.4172873357169397,1,8,1,5,9
14,24,3,75.0,95000,Люблино,Люблинская ,76к5,Перерва,55.6632401,37.7304695,1,12.14706786959529,0.9302640172459684,0,2,1,1,0
5,5,2,47.0,100000,Гагаринский, Вавилова,16,Ленинский проспект,55.7042633,37.5827117,1,5.740000806413574,0.3141461271194407,3,5,3,1,4
12,25,3,60.0,100000,Люблино,Люблинская ,74к3,Перерва,55.6653096,37.7333584,1,12.068657573555916,1.18241578863523,1,2,0,1,0
4,9,1,30.0,95000,Марьина роща,1-я Ямская ,4,Марьина Роща,55.7939757,37.6106516,1,4.684544624802535,0.9200552011046246,4,7,4,2,12
6,7,1,42.0,99000,Обручевский, Саморы Машела,2А,Университет дружбы народов,55.6492778,37.4981923,1,13.65327708701142,0.5987359675033538,0,2,2,0,5
8,12,1,39.8,96500,Марьина роща,Складочная ,2,Савёловская,55.8012107,37.5969409,1,5.618498924488538,0.8599876873124811,1,1,0,2,2
6,12,3,65.0,95000,Отрадное,Алтуфьевское шоссе,32,Дегунино,55.8667942,37.586461,1,12.90850091543155,0.8317395246242044,0,6,2,0,4
11,16,2,55.0,91000,Теплый Стан,Ленинский проспект,123К1,Тропарево,55.6460704,37.4809677,1,14.560095208569615,0.5316673459891624,0,6,3,1,4
4,9,1,40.0,93000,Пресненский, Антонова-Овсеенко,5К2,Москва-Сити,55.7528386,37.5380769,1,4.970836016296112,0.626717888046382,1,4,0,5,3
10,16,2,55.5,95000,Южное Тушино,Окружная ,6,Трикотажная,55.8443081,37.3993264,1,17.06627657088551,1.2423723278036922,6,1,1,0,0
11,16,2,54.0,91000,Теплый Стан,Ленинский проспект,123К1,Тропарево,55.6460704,37.4809677,1,14.560095208569615,0.5316673459891624,0,6,3,1,4
10,18,1,39.0,99000,Теплый Стан,Профсоюзная ,128А,Коньково,55.6301729,37.5145921,1,15.005915932470318,0.3422583157623221,0,6,5,2,4
14,22,3,76.8,95000,Митино,Пятницкое шоссе,12К2,Волоколамская,55.8408697,37.3867964,1,17.479947156878758,0.6910010696146471,0,7,3,2,1
8,18,1,39.0,99000,Теплый Стан,Профсоюзная ,128А,Коньково,55.6301729,37.5145921,1,15.005915932470318,0.3422583157623221,0,6,5,2,4
3,5,4,70.0,95000,Филевский парк,Новозаводская ,25к3,Багратионовская,55.75224,37.4977456,1,7.4939222663936755,0.9679532138636464,0,1,3,0,2
7,18,1,45.0,99000,Теплый Стан,Профсоюзная ,128А,Коньково,55.6301729,37.5145921,1,15.005915932470318,0.3422583157623221,0,6,5,2,4
3,5,4,70.0,95000,Филевский парк,Новозаводская ,25к3,Багратионовская,55.75224,37.4977456,1,7.4939222663936755,0.9679532138636464,0,1,3,0,2
11,22,3,90.0,95000,Митино, Барышиха,12К1,Митино,55.8409202,37.3598545,1,18.896144343499014,0.5820222367714206,1,5,3,4,3
7,30,1,38.0,95000,Южнопортовый,Волгоградский проспект,32/5к1,Угрешская,55.7202285,37.6904617,1,5.776062437733752,0.5043724795545268,0,0,0,2,1
5,12,3,63.2,95000,Тропарево-Никулино, 26 Бакинских Комиссаров,3к3,Юго-Западная,55.6554683,37.4879899,1,13.457854641756295,0.912527210242393,0,6,6,0,3
7,16,2,54.0,95000,Можайский,Можайское шоссе,29/2с1,Рабочий Посёлок,55.715457,37.3990225,0,14.269708864409791,1.646225003138741,3,3,7,2,0
32,40,1,32.0,95000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,55.764544,37.5111189,1,6.800020593861361,1.222603091237295,1,2,1,1,0
14,25,1,44.0,95000,Головинский,Кронштадтский бульвар,6к4,Водный стадион,55.8407776,37.4944122,1,12.513666771517231,0.4748605836106729,0,6,1,1,1
6,30,2,53.9,95000,Южнопортовый, 1-я Машиностроения,10,Дубровка,55.7139643,37.6714651,1,5.415262126565803,0.4202590434187359,5,4,4,1,3
11,23,2,70.0,95000,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,55.5990973,37.5811096,1,17.156950284631154,1.3071525896576144,2,5,2,1,2
19,23,2,65.6,95000,Внуковское, Анны Ахматовой,11к1,Рассказовка,55.634322,37.333206,1,22.107530196105248,0.215230646531159,0,4,1,0,0
5,33,2,32.0,95000,Бутырский, Добролюбова,8к3,Бутырская ,55.8112624,37.5972629,1,6.707556736120121,0.414430224195137,0,2,1,0,1
2,15,2,56.2,95000,Таганский,переулок Большой Симоновский,2,Пролетарская,55.7282436,37.6727628,1,4.354143232824354,0.5184760904403933,0,9,5,2,6
5,14,3,57.0,95000,Десёновское, 1-я Ватутинская,12к2,Ольховая,55.5039234,37.3224985,1,33.22679469004078,11.240507661050987,1,0,2,0,1
5,16,1,46.0,95000,Даниловский, Архитектора Щусева,2к1,ЗИЛ,55.7000781,37.6354492,1,5.884363271799474,0.8303238649233091,2,1,1,4,2
5,12,2,38.5,95000,Бутырский, Яблочкова,34,Фонвизинская,55.8262512,37.5799182,1,8.581682870144375,0.638372881729102,0,4,5,0,1
9,16,2,53.7,95000,Сосенское,проспект Прокшинский,10,Прокшино,55.592376,37.4275672,1,21.376960095046744,1.5483698151790335,0,3,1,1,0
3,30,3,58.0,95000,Нижегородский,Новохохловская ,15к3,Калитники,55.7288458,37.7120578,1,6.4557664516616935,0.8406907958244408,0,3,0,1,1
4,8,2,44.0,95000,Замоскворечье,Люсиновская ,48-50к10,Серпуховская,55.7211616,37.6216901,1,3.4416466924321174,0.629652843993519,6,6,4,3,7
30,31,2,59.0,95000,Очаково-Матвеевское, Малая Очаковская,4Ак2,Озёрная,55.6704744,37.4412928,0,14.2851221379912,0.5201007106090157,0,3,0,0,0
6,14,1,47.5,95000,Ясенево,Новоясеневский проспект,3В,Теплый Стан,55.6125791,37.5183884,1,16.70397788953691,1.040007641983355,0,0,0,0,0
19,23,2,50.0,96000,Черемушки,Нахимовский проспект,31к3,Профсоюзная,55.6705467,37.5813969,1,9.33775612516021,1.420364797629862,1,1,5,0,5
5,30,2,41.0,96000,Рязанский,Окская ,7А,Окская,55.7165446,37.7690857,1,10.277570771125484,0.3884668382982086,1,3,2,1,1
7,15,2,40.0,96000,Войковский,Старопетровский проезд,8,Войковская,55.8233983,37.5059381,1,10.56587020479367,0.7117861857837087,3,6,3,2,4
3,24,2,38.0,96000,Донской,Новоданиловская набережная,8к1,Верхние Котлы,55.6973691,37.6260718,0,6.100901760245411,0.9349156996036092,4,3,1,1,5
10,17,2,76.0,96000,Тропарево-Никулино,Никулинская ,27,Озёрная,55.6691543,37.4504888,1,13.941540027766766,0.0948683419246606,1,6,2,0,0
4,7,2,57.0,97500,Даниловский,Мытная ,48,Шаболовская,55.7197139,37.6175517,1,3.59260951934304,0.6129575707342165,6,6,3,2,6
9,12,2,66.0,97000,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,55.8161887,37.7538813,1,11.11866523458553,1.0643607056107558,0,3,1,1,0
4,23,2,44.0,97000,Черемушки,Нахимовский проспект,31к3,Профсоюзная,55.6705467,37.5813969,1,9.33775612516021,1.420364797629862,1,1,5,0,5
23,24,2,44.0,97000,Западное Дегунино,Дмитровское шоссе,71А,Верхние Лихоборы,55.8550564,37.5590675,1,12.02467634985909,0.2436282664390653,0,4,1,1,0
9,9,3,62.0,97000,Пресненский, Антонова-Овсеенко,5К2,Москва-Сити,55.7528386,37.5380769,1,4.970836016296112,0.626717888046382,1,4,0,5,3
1,7,3,75.0,97000,Отрадное,Каргопольская ,10,Отрадное,55.8622984,37.5930669,1,12.356746523954593,0.780264040517661,3,11,5,2,2
3,9,2,61.0,97000,Сосенское, Александры Монаховой,84к2,Потапово,55.5457825,37.4844664,1,24.40466427984605,0.8555922271882411,0,4,2,2,0
13,20,2,55.0,97000,Можайский, Кутузова,11К4,Рабочий Посёлок,55.7226517,37.4113813,1,13.310148445570585,0.5460886430469736,2,5,3,1,0
7,17,3,73.8,97000,Коптево,Большая Академическая ,22Б,Красный Балтиец,55.8231649,37.5305327,1,9.599008206733858,0.8896519132252193,2,8,6,2,2
9,17,3,74.7,97000,Левобережный,Ленинградское шоссе,108к2,Беломорская,55.8609368,37.4697118,1,15.23017988335632,0.6232774862244683,0,4,1,1,0
20,23,4,110.0,97000,Рязанский,Волжский бульвар,3к2,Текстильщики,55.7185813,37.7444229,1,8.773075564131503,1.3521093945440017,1,7,6,1,3
7,9,1,30.0,97000,Якиманка, Большая Якиманка,32,Октябрьская,55.7349611,37.6124186,1,1.9236613288692468,0.639265940144633,3,5,4,3,7
2,13,2,60.0,98000,Войковский, Космонавта Волкова,5К1,Войковская,55.8163728,37.5076257,1,9.919456313739325,0.6766806417030238,7,5,3,4,4
5,9,2,45.0,98000,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,55.796545,37.6206071,0,4.954435375851998,0.4887470909201878,3,3,4,3,1
7,33,2,58.0,98000,Рязанский, Михайлова,30Ак2,Окская,55.7256956,37.77553,1,10.316636771666372,0.7218240470765067,2,6,5,0,1
5,16,2,50.0,98500,Беговой,Скаковая ,13К2,Белорусская,55.7793459,37.5718759,1,4.1684220071501,0.6198289859517971,1,1,2,3,7
3,9,3,71.0,98000,Очаково-Матвеевское,Нежинская ,13,Аминьевская,55.707202,37.4722864,1,10.368650100424752,0.9024533276994978,2,7,5,2,0
2,24,1,36.0,98000,Богородское,Открытое шоссе,вл14Д,Бульвар Рокоссовского,55.8198957,37.7491122,0,11.16572494011776,0.8162300898520557,0,4,1,1,3
12,17,2,55.0,98000,Таганский,Марксистская ,9,Пролетарская,55.7351219,37.6677487,1,3.663890744650596,0.4010169370884753,3,10,4,5,8
14,24,1,37.0,98000,Донской,Новоданиловская набережная,8к3,Верхние Котлы,55.6973691,37.6260718,0,6.100901760245411,0.9349156996036092,4,3,1,1,5
4,9,3,65.0,98000,Сосенское,проспект Куприна,38к2,Потапово,55.544223,37.458243,1,25.17437098193145,2.2572155309851314,0,0,1,0,0
9,20,2,51.0,98000,Фили-Давыдково,Кастанаевская ,45К2,Пионерская,55.7314156,37.4643247,1,9.857859244202215,0.5343842867380236,3,2,4,0,5
5,9,2,45.0,98000,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,55.796545,37.6206071,0,4.954435375851998,0.4887470909201878,3,3,4,3,1
9,9,1,41.0,98000,Хамовники,Ружейный переулок,4С3,Смоленская,55.7431136,37.5786823,1,2.623575086940398,0.6987970421019535,2,2,3,4,4
4,9,2,60.0,98000,Басманный,Спартаковская площадь,1/2,Бауманская,55.7772183,37.6811171,1,4.86699831174354,0.5507538127532907,1,4,1,3,7
2,8,3,58.0,98000,Нагорный,Варшавское шоссе,69К2,Варшавская,55.6622198,37.6209365,1,9.987982262743769,0.9925922700382618,0,2,3,1,4
21,25,3,80.0,99000,Левобережный,Беломорская ,13к1,Беломорская,55.8658933,37.4745524,1,15.49534039454756,0.1451590672112272,0,6,3,2,4
17,17,3,75.0,99000,Митино,Митинская ,25К1,Митино,55.8438661,37.3604415,1,19.038055803750787,0.2528899564414621,4,11,3,6,5
6,8,1,38.0,99900,Даниловский, Архитектора Щусева,4к1,ЗИЛ,55.6981366,37.634129,1,6.081717258079665,0.8903482880222954,2,1,1,4,3
11,33,1,44.0,99000,Очаково-Матвеевское,Очаковское шоссе,5к3,Аминьевская,55.6948285,37.4617782,1,11.642334301979067,0.646653927469361,1,1,2,2,0
6,7,1,39.0,99000,Обручевский, Саморы Машела,2А,Университет дружбы народов,55.6492778,37.4981923,1,13.65327708701142,0.5987359675033538,0,2,2,0,5
12,17,1,35.0,99000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,55.8070079,37.6488521,1,6.420713173871547,0.6404494986442502,0,1,4,1,2
3,8,2,60.0,99000,Гагаринский,Ленинский проспект,71,Университет,55.6888759,37.5496339,1,8.207819668410291,1.0673811062404617,2,5,4,2,3
16,23,2,72.0,99000,Внуковское, Анны Ахматовой,11к3,Рассказовка,55.6335962,37.3300515,1,22.31483569175921,0.2178417197420165,0,4,1,0,0
21,25,3,122.3,99999,Тропарево-Никулино, Покрышкина,3,Юго-Западная,55.6636984,37.4703932,1,13.468147060480554,0.7838247231594069,1,2,1,0,6
11,33,2,48.1,99000,Гольяново,Амурская ,2к2,Черкизовская,55.8051528,37.7516283,1,10.259474479034337,0.497953484576542,0,3,2,1,0
3,10,1,44.2,99999,Тверской,Большой Гнездниковский переулок,10,Тверская,55.7623326,37.6047316,0,1.3972608730196718,0.3385886445369089,10,4,5,6,12
15,16,2,54.1,99900,Гагаринский, Косыгина,9,Воробьевы горы,55.7064594,37.5675654,1,5.953503036375305,0.7105898153557751,2,2,1,0,0
18,32,2,55.0,99000,Хорошевский,Хорошевское шоссе,12к1,Беговая,55.7749222,37.5509291,1,4.88131152978829,0.3733131472164684,5,1,1,1,2
8,15,3,48.0,99000,Рязанский,Окская ,7А,Окская,55.7165446,37.7690857,1,10.277570771125484,0.3884668382982086,1,3,2,1,1
4,9,2,48.0,99000,Хамовники,Комсомольский проспект,23/7к2,Фрунзенская,55.7265121,37.5838608,1,3.5328049969843542,0.2512590053593942,8,4,2,7,9
4,9,3,55.0,99900,Даниловский, Трофимова,4Б,Автозаводская,55.7013228,37.6623178,1,6.297534604330809,0.5569389426777522,2,3,1,0,4
2,10,2,55.0,99999,Лефортово, Золоторожский Вал,8,Серп и Молот,55.7519104,37.6858185,1,4.275308841046031,0.4924236426650133,2,2,4,2,3
2,7,1,42.0,99000,Обручевский, Саморы Машела,2А,Университет дружбы народов,55.6492778,37.4981923,1,13.65327708701142,0.5987359675033538,0,2,2,0,5
11,18,1,39.0,99000,Теплый Стан,Профсоюзная ,128А,Коньково,55.6301729,37.5145921,1,15.005915932470318,0.3422583157623221,0,6,5,2,4
7,17,2,70.0,99000,Хорошевский,3-й Хорошевский проезд,4,Беговая,55.77328,37.5401612,1,5.384811006581256,0.3359659896598626,1,3,1,1,2
17,17,3,80.0,99000,Перово,Новогиреевская ,28,Перово,55.7520071,37.7980485,1,11.298391076893564,2.7613614104297888,1,4,3,0,1
4,5,2,43.0,99000,Измайлово,5-я Парковая ,39К1,Первомайская,55.8007784,37.7875217,1,11.935309056382884,1.0269943643548172,2,7,7,0,5
