floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality
5,5,1,36.0,45000,Преображенское,Потешная ,10,Преображенская площадь,55.7991279,37.7038666,1
30,33,1,20.0,49900,Очаково-Матвеевское,проезд Стройкомбината,1,Очаково,55.6831368,37.4477379,1
9,9,2,43.0,50000,Выхино-Жулебино,Ташкентский переулок,5К1,Юго-Восточная,55.7060351,37.8220815,1
13,24,1,19.7,49600,Нижегородский,Новохохловская ,15к1,Новохохловская,55.7282723,37.711274,1
13,15,1,25.4,48400,Филимонковское, Усадебный Парк,7к1,Филатов Луг,55.5709856,37.2823747,1
3,5,1,31.5,45000,Коньково, Академика Арцимовича,3К1,Беляево,55.6433222,37.5172379,1
3,18,1,34.2,50000,Сосенское, Александры Монаховой,94к1,Потапово,55.5423441,37.48438,1
30,33,1,25.0,42900,Очаково-Матвеевское,проезд Стройкомбината,1,Очаково,55.6831368,37.4477379,1
9,22,1,50.0,45000,Строгино,Таллинская ,30,Строгино,55.80051,37.4086174,1
7,20,1,20.0,49600,Чертаново Южное,Дорожная ,46к2,Красный Строитель,55.5865682,37.6117424,1
8,11,1,31.0,50000,Крюково,проспект Георгиевский,27к2,Зеленоград — Крюково,55.9641525,37.1715512,1
5,16,1,37.0,50000,Сосенское,проспект Куприна,30к1,Потапово,55.5401358,37.4611821,1
9,17,1,37.0,47900,Южное Бутово,Скобелевская ,38,Улица Скобелевская,55.5440308,37.5573079,1
2,9,1,19.8,50000,Сосенское, Александры Монаховой,85к3,Потапово,55.5672317,37.4820523,0
3,20,1,19.7,43900,Митино,Муравская ,38Бк3,Пятницкое шоссе,55.8608767,37.3636549,0
7,17,1,19.5,45000,Сосенское,проспект Куприна,24к3,Потапово,55.5442804,37.4779288,1
4,9,1,34.0,50000,Чертаново Северное,Сумская ,12К3,Южная,55.6262854,37.5991066,1
31,33,1,19.8,45300,Митино,Муравская ,38Бк4,Пятницкое шоссе,55.8608767,37.3636549,0
5,25,1,19.5,47900,Люблино,Люблинская ,72Ак2,Депо,55.6975896,37.7334112,0
4,5,1,45.0,50000,Перово,2-я Владимирская ,39,Перово,55.7526184,37.7850183,1
2,9,1,33.2,45000,Чертаново Южное,Чертановская ,51К3,Улица Академика Янгеля,55.6019683,37.5941545,1
15,19,1,20.0,44900,Митино,Муравская ,38Бк3,Пятницкое шоссе,55.8608767,37.3636549,0
12,17,1,39.0,45000,Южное Бутово,бульвар Адмирала Ушакова,5,Улица Скобелевская,55.5468974,37.5523685,1
21,24,1,25.0,50000,Солнцево,Производственная ,17,Новопеределкино,55.6434402,37.3820192,1
9,17,1,30.0,45000,Северное Бутово,Феодосийская ,7к5,Бульвар Дмитрия Донского,55.5597672,37.575712,1
5,9,1,25.0,50000,Сосенское, Малое Понизовье,3,Филатов Луг,55.6029029,37.4160422,1
8,16,1,23.0,49900,Сосенское,проспект Куприна,1к1,Потапово,55.5588513,37.5062475,1
1,5,1,38.0,41000,Южное Бутово,проезд Чечерский,26,Улица Горчакова,55.5365611,37.5399906,1
14,14,1,22.0,50000,Сосенское, Большое Понизовье,8,Филатов Луг,55.6069952,37.4154989,1
3,33,1,21.0,47500,Метрогородок,Тагильская ,3к2,Черкизовская,55.8162947,37.7582995,1
6,12,2,45.0,50000,Ивановское,шоссе Энтузиастов,100К4,Новогиреево,55.7722552,37.8341674,1
4,5,1,31.0,45000,Перово,Перовская ,40К2,Перово,55.7451054,37.7804076,1
3,22,1,40.0,42000,Ясенево,Литовский бульвар,13/12,Ясенево,55.6104986,37.5461273,1
13,17,1,35.0,46000,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,55.8227984,37.4950676,0
9,9,1,34.0,45000,Зябликово,Ореховый бульвар,41,Красногвардейская,55.6150285,37.7410702,1
6,14,1,36.0,47000,Молжаниновский,Ленинградское шоссе,229Ак1,Новоподрезково,55.8227984,37.4950676,0
3,17,1,34.0,50000,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,55.8227984,37.4950676,0
5,24,1,25.0,45000,Соколиная гора,Окружной проезд,10Б,Измайлово,55.7927313,37.7434295,1
6,14,1,34.0,49000,Молжаниновский,Ленинградское шоссе,229Ак1,Новоподрезково,55.8227984,37.4950676,0
8,15,2,35.0,43000,Кокошкино, Стожарова,7,Кокошкино,55.5889932,37.1660895,1
9,20,1,35.0,50000,Чертаново Южное,Дорожная ,46к2,Красный Строитель,55.5865682,37.6117424,1
5,5,1,30.0,42000,Метрогородок,Открытое шоссе,29К8,Бульвар Рокоссовского,55.8293747,37.7628477,1
4,5,2,45.0,45000,Северное Измайлово,15-я Парковая ,41К1,Щёлковская,55.8051584,37.8182531,1
5,5,2,45.0,45000,Зюзино, Каховка,16К3,Зюзино,55.6573856,37.5745953,1
2,5,2,52.0,46000,Кузьминки,Волжский бульвар,39К4,Кузьминки,55.6994564,37.7569554,1
9,10,1,37.2,45000,Южное Бутово,Скобелевская ,10,Улица Скобелевская,55.5498205,37.5522322,1
14,14,1,39.0,48500,Новокосино,Суздальская ,20К4,Новокосино,55.7422489,37.8537201,1
5,5,-1,20.0,50000,Аэропорт,2-й Амбулаторный проезд,8С3,Красный Балтиец,55.8119209,37.5348418,0
4,16,1,38.0,45000,Филимонковское,проспект Новосередневский,17к2,Филатов Луг,55.5685569,37.2841498,1
4,12,2,60.0,45000,Восточный, Главная,27,Щёлковская,55.7634505,37.7690115,0
1,5,2,44.0,50000,Марфино, Кашенкин Луг,5,Улица Милашенкова,55.8242798,37.5976335,1
12,14,1,36.6,50000,Головинский,Кронштадтский бульвар,43К3,Водный стадион,55.851492,37.5056515,1
5,17,2,56.0,49000,Орехово-Борисово Южное,Гурьевский проезд,15К2,Зябликово,55.6071452,37.7544471,0
7,9,1,31.9,43000,Чертаново Южное,Чертановская ,58К2,Улица Академика Янгеля,55.6025508,37.584588,1
10,12,1,36.0,45000,Фили-Давыдково, Полосухина,1/28,Пионерская,55.7353993,37.4608838,1
1,25,1,23.0,50000,Солнцево,Боровское шоссе,2к7,Говорово,55.6615929,37.41565,1
5,9,1,32.5,46000,Орехово-Борисово Южное,Воронежская ,20к1,Зябликово,55.610084,37.7340439,1
3,17,1,36.0,45000,Северное Бутово,бульвар Дмитрия Донского,9К3,Бульвар Дмитрия Донского,55.5679976,37.5800135,1
3,3,2,60.0,45000,Восточный, Главная,4,Щёлковская,55.7634505,37.7690115,0
6,9,1,35.0,42000,Вешняки,Вешняковская ,5К4,Новогиреево,55.7391066,37.8226729,1
14,14,1,36.0,45000,Нагорный,Симферопольский бульвар,27,Севастопольская,55.6486775,37.6062192,1
4,17,1,38.0,42000,Некрасовка, Льва Яшина,9,Некрасовка,55.6978936,37.9255472,1
9,9,1,34.0,47000,Гольяново,Байкальская ,35,Щёлковская,55.8183794,37.8113502,1
3,5,2,45.6,45000,Царицыно,Пролетарский проспект,16К3,Кантемировская,55.6354604,37.6541154,1
7,23,1,24.0,46000,Люблино,Люблинская ,78к3,Перерва,55.6618912,37.7307301,1
9,33,1,25.3,50000,Дмитровский,Лобненская ,13к4,Лианозово,55.8862442,37.5273542,1
2,9,2,47.0,45000,Зюзино,Перекопская ,10К1,Зюзино,55.6592487,37.5833563,1
5,16,1,40.0,50000,Восточное Дегунино,Дубнинская ,32К9,Бескудниково,55.8830873,37.5612682,1
24,25,1,40.0,50000,Братеево,Братеевская ,18К1,Алма-Атинская,55.6362441,37.7692583,1
7,9,1,35.0,46000,Северное Тушино, Фомичевой,16К6,Планерная,55.8592587,37.4395139,1
4,4,-1,22.0,50000,Красносельский,Краснопрудная ,28,Красносельская,55.7807365,37.668466,0
12,12,2,40.0,43000,Старое Крюково,Зеленоград,к832,Зеленоград — Крюково,55.9814476,37.1776327,1
5,12,1,40.0,50000,Нагатино-Садовники,Коломенский проезд,14К1,Каширская,55.6644388,37.6514537,1
3,5,2,42.0,50000,Гольяново,Щелковское шоссе,55,Щёлковская,55.8107838,37.7901566,1
3,5,1,27.0,45000,Фили-Давыдково,Минская ,13К2,Филёвский парк,55.7408764,37.4812846,1
6,23,1,25.0,45000,Чертаново Южное,Варшавское шоссе,168,Лесопарковая,55.5840582,37.5800824,1
5,5,1,30.4,50000,Свиблово,Ивовая ,4,Свиблово,55.8588328,37.6435532,1
3,12,1,36.0,45000,Зюзино,Болотниковская ,38К2,Каховская,55.6615989,37.5888635,1
8,12,2,37.4,50000,Бабушкинский,Печорская ,6,Бабушкинская,55.8641689,37.6691779,1
6,17,1,38.0,50000,Митино,Дубравная ,38,Митино,55.8446966,37.3563883,1
1,17,-1,14.0,50000,Ховрино, Дыбенко,26к1,Ховрино,55.8738757,37.486089,1
15,22,1,38.3,50000,Южное Бутово, Поляны,7,Улица Скобелевская,55.4584636,37.2255515,1
1,5,2,43.0,43000,Бирюлево Западное,Булатниковский проезд,2ВК2,Пражская,55.5788307,37.6597455,0
10,16,1,35.5,45000,Черемушки, Обручева,35К2,Калужская,55.6516937,37.5537215,1
5,17,1,36.0,50000,Митино, Генерала Белобородова,12,Митино,55.8323364,37.3555767,0
8,9,1,34.0,42000,Зябликово, Мусы Джалиля,16К2,Шипиловская,55.6238421,37.7384028,1
1,5,1,41.0,45000,Академический, Ивана Бабушкина,13К2,Академическая,55.6855549,37.5638162,1
13,16,1,40.0,42000,Воскресенское,проезд Чечерский,128к2,Бунинская аллея,55.5238614,37.507954,1
14,14,1,39.0,50000,Кунцево, Новолучанская,7к1,Мякинино,55.7892396,37.3589827,1
15,17,2,51.0,49000,Чертаново Северное,Кировоградская ,9К2,Южная,55.6237172,37.6110621,1
4,9,1,35.0,50000,Чертаново Центральное,Днепропетровская ,39,Пражская,55.6152444,37.5901308,1
6,17,1,47.0,48000,Внуковское, Омская,8,Аэропорт Внуково,55.6186275,37.266276,1
6,9,1,40.0,49000,Раменки, Довженко,6,Минская,55.7196188,37.5112656,0
21,24,1,25.0,45000,Митино,Муравская ,46к2,Пятницкое шоссе,55.8607636,37.3773766,1
1,5,1,16.0,50000,Басманный,Елизаветинский переулок,6С1,Курская,55.7627736,37.6731358,1
9,9,1,31.4,44000,Чертаново Южное,Чертановская ,58К2,Улица Академика Янгеля,55.6025508,37.584588,1
1,5,-1,33.0,49000,Свиблово,Снежная ,17К1,Свиблово,55.8532104,37.6480672,1
1,9,1,12.0,45000,Новогиреево,Зеленый проспект,56,Новогиреево,55.750761,37.8148401,1
6,8,-1,21.0,50000,Бибирево, Корнейчука,27,Медведково,55.8985609,37.6255194,0
2,5,1,31.0,45000,Зюзино,Нахимовский проспект,17К1,Нахимовский проспект,55.663939,37.6018477,1
8,16,1,28.0,49800,Сосенское, Потаповская Роща,20к2,Потапово,55.5513768,37.5063207,1
13,14,1,39.1,45000,Крюково,Зеленоград,к1621,Зеленоград — Крюково,55.9709151,37.1512224,1
12,23,1,38.0,45000,Рязанский,Окская ,5К1,Кузьминки,55.7138763,37.7577318,1
3,17,1,40.0,45000,Северное Бутово,бульвар Дмитрия Донского,9К3,Бульвар Дмитрия Донского,55.5679976,37.5800135,1
2,12,1,35.0,44000,Раменки, Пырьева,20,Поклонная,55.7291745,37.5255789,1
1,12,1,35.0,45000,Орехово-Борисово Южное,Каширское шоссе,140,Домодедовская,55.6210452,37.7125136,0
11,12,1,40.0,42000,Перово, Плющева,17К2,Перово,55.7394962,37.7624692,1
7,9,1,31.8,45000,Теплый Стан,Профсоюзная ,152К4,Тёплый Стан,55.6235874,37.5033751,1
3,9,1,33.0,50000,Черемушки,Профсоюзная ,44К5,Новые Черёмушки,55.6741077,37.5536251,1
6,9,2,47.0,50000,Орехово-Борисово Северное,Каширское шоссе,90К3,Домодедовская,55.6174905,37.7104534,1
4,5,1,32.0,45000,Можайский, Багрицкого,6К2,Кунцевская,55.7242028,37.4354861,1
1,10,1,35.3,45000,Филимонковское, Усадебный Парк,1,Филатов Луг,55.5686022,37.2880534,1
10,12,2,48.0,50000,Бирюлево Западное,Булатниковский проезд,14К3,Битца,55.5827146,37.6567943,1
14,17,1,39.0,50000,Нагорный,Симферопольский бульвар,29К3,Чертановская,55.6462759,37.6062998,1
1,5,2,42.0,45000,Донской,5-й Донской проезд,21К12,Площадь Гагарина,55.7039848,37.5939407,1
5,14,1,34.0,45000,Филимонковское, Усадебный Парк,7к1,Филатов Луг,55.5709856,37.2823747,1
7,17,1,38.0,49000,Внуковское, Бориса Пастернака,19,Рассказовка,55.637519,37.3252117,1
8,9,2,44.1,50000,Орехово-Борисово Северное,Борисовский проезд,22К1,Шипиловская,55.6243354,37.7233636,1
3,14,2,50.0,47000,Восточное Дегунино,Дубнинская ,4К2,Верхние Лихоборы,55.8575627,37.5706991,1
13,24,1,36.5,48000,Внуковское, Летчика Ульянина,6,Пыхтино,55.6253875,37.3086034,1
23,27,1,33.6,43000,Сосенское, Фитаревская,17к1,Коммунарка,55.566789,37.4786038,1
11,12,1,40.0,45000,Строгино,Строгинский бульвар,26К1,Строгино,55.8023566,37.4024814,1
3,9,1,63.9,46000,Люблино,Совхозная ,10А,Люблино,55.670608,37.7555413,1
3,5,1,30.1,45000,Аэропорт,2-й Амбулаторный проезд,15,Красный Балтиец,55.81217,37.5288827,1
2,5,1,25.0,45000,Донской,Малая Тульская ,45АК6,Тульская,55.7100187,37.6194845,0
1,9,3,50.0,50000,Восточное Измайлово,Сиреневый бульвар,36,Щёлковская,55.8024489,37.8086632,1
1,2,-1,16.0,46000,Соколиная гора,Вольная ,25,Семёновская,55.7772235,37.7360585,0
11,15,1,35.0,44000,Сосенское, Василия Ощепкова,2,Новомосковская,55.5529622,37.4659558,1
7,14,2,57.0,50000,Южное Бутово, Брусилова,7,Щербинка,55.5008687,37.5758247,1
1,12,1,40.0,50000,Марьино,Донецкая ,18К2,Курьяново,55.6495281,37.7138413,1
6,21,1,15.0,47000,Войковский,Выборгская ,9/1,Водный стадион,55.8361191,37.4985657,1
5,9,1,34.0,45000,Гольяново,Байкальская ,38К2,Щёлковская,55.8153856,37.8069297,1
12,12,1,35.0,48000,Лианозово,Илимская ,2,Лианозово,55.8920356,37.5687195,1
14,14,2,40.0,45000,Ховрино,Зеленоградская ,19,Грачёвская,55.8723677,37.4986804,1
3,16,1,35.0,45000,Чертаново Южное,Варшавское шоссе,131К4,Пражская,55.6043526,37.6154354,1
6,17,1,40.0,42000,Некрасовка,проспект Защитников Москвы,9к1,Некрасовка,55.7009065,37.9192519,1
1,17,1,36.0,50000,Ново-Переделкино,Боровское шоссе,25,Боровское шоссе,55.6452037,37.3668867,1
2,8,1,32.0,45000,Свиблово, Амундсена,12,Свиблово,55.8537823,37.6573302,1
2,12,2,54.0,43000,Орехово-Борисово Южное,Воронежская ,32К2,Зябликово,55.6090141,37.7387441,1
17,24,1,39.0,45000,Люблино,Люблинская ,76к5,Перерва,55.6632401,37.7304695,1
5,9,1,33.0,45000,Чертаново Южное, Подольских Курсантов,12К1,Пражская,55.6069267,37.6151827,1
2,16,2,54.0,45000,Орехово-Борисово Северное,Борисовский проезд,38к1,Домодедовская,55.6172076,37.7275653,1
4,5,1,23.0,42000,Очаково-Матвеевское,Рябиновая ,45К2,Озёрная,55.6989593,37.4317653,1
10,12,2,40.0,50000,Коптево, Лихоборские Бугры,8,Лихоборы,55.8430267,37.5475641,1
1,9,1,33.0,50000,Сокольники, Короленко,1К8,Сокольники,55.7989425,37.6900758,1
5,9,1,40.0,50000,Кунцево,Ельнинская ,12К1,Молодёжная,55.7371474,37.4290077,1
10,16,1,40.0,42000,Гольяново,Красноярская ,15,Щёлковская,55.8261447,37.8292919,1
4,12,1,32.0,50000,Раменки,Мичуринский проспект,38,Раменки,55.6966633,37.4952684,1
12,16,1,34.0,49000,Черемушки,Профсоюзная ,43К2,Новые Черёмушки,55.6672363,37.5557795,1
5,9,1,32.0,45000,Левобережный,Смольная ,39,Беломорская,55.8616979,37.4801479,1
3,9,2,56.0,45000,Филимонковское, Усадебный Парк,1,Филатов Луг,55.5686022,37.2880534,1
6,17,1,38.0,45000,Новокосино,Новокосинская ,39,Новокосино,55.7433212,37.8686053,1
11,17,1,39.0,43000,Некрасовка, Липчанского,4,Некрасовка,55.704059,37.9356516,1
7,23,1,42.0,44000,Внуковское, Авиаконструктора Петлякова,31,Пыхтино,55.6264228,37.3136244,1
1,12,1,35.0,45000,Перово, Лазо,10,Перово,55.7434834,37.7704906,1
11,14,1,38.0,45000,Выхино-Жулебино,Моршанская ,3к1,Ухтомская,55.6954552,37.8567614,1
3,12,2,40.0,50000,Головинский,Флотская ,29К1,Моссельмаш,55.8631111,37.5149816,1
5,5,2,46.0,42000,Кузьминки, Юных Ленинцев,46,Кузьминки,55.7002946,37.7604621,1
5,14,1,45.0,49000,Марьино, Перерва,52,Братиславская,55.6560999,37.7443542,1
1,5,1,18.2,42000,Марфино,Гостиничная ,12К6,Окружная,55.8503778,37.5807695,0
17,25,1,33.5,50000,Орехово-Борисово Южное,Ясеневая ,12к8,Зябликово,55.6009436,37.7351458,1
8,9,1,33.0,45000,Лосиноостровский,Тайнинская ,26,Медведково,55.8831731,37.6893542,1
5,17,1,38.0,50000,Братеево,Ключевая ,24К1,Алма-Атинская,55.631219,37.7636032,1
1,5,2,46.0,50000,Северное Измайлово,5-я Парковая ,56К1,Щёлковская,55.8038518,37.7881174,1
7,9,1,34.0,45000,Филимонковское, Золотошвейная,6,Филатов Луг,55.5573416,37.3139721,1
9,12,2,55.0,50000,Южное Бутово,Изюмская ,57,Улица Скобелевская,55.5441834,37.5622925,1
1,12,2,38.0,45000,Кузьминки, Шумилова,13К2,Кузьминки,55.707976,37.7787815,1
5,12,2,40.0,45000,Кунцево,Ельнинская ,13,Молодёжная,55.7385625,37.4197851,1
8,17,1,40.0,50000,Выхино-Жулебино, Хлобыстова,14К1,Выхино,55.7186383,37.8062309,1
13,24,1,40.0,45000,Внуковское, Летчика Ульянина,6,Пыхтино,55.6253875,37.3086034,1
15,17,2,54.0,45000,Зябликово,Кустанайская ,3К1,Красногвардейская,55.6194854,37.754166,1
14,24,1,44.0,45000,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,55.5680148,37.5678619,0
10,12,1,40.0,47000,Бибирево, Коненкова,21,Бибирево,55.8938099,37.6099315,1
3,5,1,30.0,43000,Царицыно,Кавказский бульвар,18,Кантемировская,55.628337,37.6597953,0
1,8,2,45.0,50000,Сокол, Зорге,36,Панфиловская,55.7969043,37.5034566,1
2,12,1,34.5,43000,Новогиреево,Утренняя ,18К1,Перово,55.7483979,37.796596,1
9,17,1,35.0,45000,Южное Бутово,Варшавское шоссе,282к3,Щербинка,55.5179598,37.5717964,1
4,5,2,45.0,48000,Выхино-Жулебино, Чугунные Ворота,21К2,Юго-Восточная,55.692972,37.8057596,1
8,12,1,42.0,45000,Рязановское, Уточкина,5к1,Силикатная,55.4737849,37.5267578,1
1,14,1,30.0,45000,Восточное Дегунино,Бескудниковский бульвар,8К1,Верхние Лихоборы,55.859662,37.5646914,1
2,9,1,38.0,50000,Орехово-Борисово Южное,Каширское шоссе,110К2,Домодедовская,55.608085,37.7155006,1
10,26,1,42.0,44000,Южное Бутово,Старокрымская ,15к1,Улица Скобелевская,55.5580348,37.5574758,1
4,9,1,34.0,50000,Ростокино,Будайский проезд,2,Ростокино,55.8344854,37.6660243,1
4,5,1,16.0,43000,Кузьминки,Жигулевская ,4К1,Кузьминки,55.7088777,37.7641971,0
5,9,1,32.0,45000,Зябликово,Кустанайская ,6К3,Шипиловская,55.6201328,37.7485889,1
1,19,1,32.0,45000,Марьино,Донецкая ,34к3,Курьяново,55.6439103,37.702562,1
1,16,1,39.0,42000,Южное Медведково,Сухонская ,5,Бабушкинская,55.8751217,37.6523668,1
10,10,1,38.0,45000,Южное Бутово, Академика Понтрягина,17,Бунинская аллея,55.533609,37.5014773,1
12,12,2,50.0,50000,Рязановское, Логинова,7к1,Щербинка,55.4953168,37.5135356,1
8,9,1,32.0,50000,Рязанский,Окская ,44К1,Окская,55.7164419,37.7765755,1
5,9,1,35.0,43000,Отрадное, Бестужевых,17Б,Отрадное,55.8723592,37.6039957,1
4,9,1,34.0,45000,Рязанский,4-я Новокузьминская ,8К2,Рязанский проспект,55.7116427,37.7911704,1
8,9,1,32.6,47000,Головинский, Лавочкина,16К1,Водный стадион,55.8512884,37.5022994,1
8,12,1,35.0,41000,Солнцево, 50 лет Октября,15,Говорово,55.653351,37.4145562,1
10,16,1,40.0,41000,Воскресенское,проезд Чечерский,136,Бунинская аллея,55.5229043,37.5076121,1
12,17,1,39.0,41000,Орехово-Борисово Северное, Маршала Захарова,12К3,Орехово,55.6236375,37.697914,1
1,17,1,37.5,41000,Ховрино,Зеленоградская ,17К1,Грачёвская,55.8705067,37.4994425,1
4,12,1,39.0,41000,Десёновское, 1-я Нововатутинская,5,Ольховая,55.5190755,37.3545281,1
3,9,1,32.7,41000,Вешняки,Косинская ,26К2,Выхино,55.7167015,37.8288509,1
1,9,1,32.0,41000,Кузьминки, Юных Ленинцев,119,Кузьминки,55.6975572,37.7875104,1
6,24,1,27.0,45000,Ново-Переделкино,Чоботовская ,2к3,Новопеределкино,55.6438153,37.3569864,1
16,17,1,40.0,41000,Первомайское, Солнечная,9,Рассказовка,55.5334174,37.2333651,1
8,9,1,32.0,41000,Десёновское, 3-я Нововатутинская,15к2,Ольховая,55.5172809,37.3417542,1
6,7,1,42.0,47000,Солнцево,Родниковая ,5А,Новопеределкино,55.6388036,37.4014191,1
3,16,1,32.0,50000,Московский, Никитина,11к5,Рассказовка,55.6016289,37.3744376,1
14,17,1,47.0,45000,Гольяново,Байкальская ,18к3,Щёлковская,55.8157345,37.7955625,1
10,23,1,20.0,49000,Чертаново Южное,Варшавское шоссе,168,Лесопарковая,55.5840582,37.5800824,1
2,9,1,34.0,50000,Северное Измайлово,16-я Парковая ,55К2,Щёлковская,55.811211,37.827054,1
5,5,1,30.0,45000,Сокольники, Стромынка,14К1,Сокольники,55.7932129,37.6922811,1
10,23,1,25.0,50000,Южное Бутово,Бартеневская ,18к2,Бунинская аллея,55.5477084,37.5146033,1
11,13,1,36.1,47000,Рязановское,шоссе Рязановское,31к2,Силикатная,55.4771933,37.5287118,1
14,14,1,39.0,42000,Вешняки,Вешняковская ,28/21к2,Выхино,55.7180682,37.8195434,1
15,25,1,43.5,50000,Московский, Никитина,11к8,Рассказовка,55.6017523,37.3763094,1
8,13,1,35.5,43000,Десёновское, 3-я Нововатутинская,15к1,Ольховая,55.5162641,37.3383684,1
8,14,1,35.0,50000,Чертаново Центральное,Днепропетровская ,9/22,Южная,55.6236577,37.5944724,0
9,14,1,22.0,49999,Марфино,Ботаническая ,33Вс1,Окружная,55.8326212,37.5929559,0
2,12,1,38.5,45000,Внуково, Плотинная,1к1,Аэропорт Внуково,55.6162541,37.300053,1
2,4,1,36.0,42000,Щербинка, Люблинская,1/3,Щербинка,55.5159046,37.5670353,1
16,17,2,33.0,45000,Молжаниновский,Ленинградское шоссе,229Ак1,Новоподрезково,55.8227984,37.4950676,0
1,2,1,21.0,45000,Первомайское, Садовая,12с1,Румянцево,55.5416543,37.1471803,1
16,16,1,40.0,41000,Десёновское, 3-я Нововатутинская,6,Ольховая,55.5220148,37.3506671,1
2,14,1,35.0,45000,Ростокино,Сельскохозяйственная ,26,Ботанический сад,55.8367442,37.6410934,1
1,12,2,47.0,49000,Выхино-Жулебино,Рязанский проспект,97,Выхино,55.714729,37.8087727,1
1,9,1,31.0,43000,Ивановское,шоссе Энтузиастов,98К4,Новогиреево,55.7714395,37.8307888,1
3,14,1,40.0,42000,Выхино-Жулебино, Генерала Кузнецова,17,Жулебино,55.6824043,37.8522878,0
2,16,-1,17.9,48000,Ярославский,Ярославское шоссе,116К2,Свиблово,55.8653274,37.701726,0
16,33,1,20.0,48000,Метрогородок,Открытое шоссе,18Ак6,Бульвар Рокоссовского,55.8198957,37.7491122,0
10,12,1,32.0,42000,Северное Тушино, Свободы,63,Сходненская,55.8546463,37.4490046,1
1,9,1,28.0,46000,Северное Медведково,проезд Шокальского,36К2,Медведково,55.8794862,37.6548873,1
14,18,1,36.6,45000,Кузьминки,Волгоградский проспект,110К3,Кузьминки,55.7023554,37.7759643,1
14,14,1,33.7,45000,Филимонковское, Усадебный Парк,7к1,Филатов Луг,55.5709856,37.2823747,1
10,17,1,36.6,43000,Коньково, Академика Капицы,30К1,Коньково,55.6270683,37.5198737,1
1,6,1,19.0,47000,Бибирево, Лескова,6,Алтуфьево,55.8977511,37.5932,1
1,9,1,35.0,50000,Северное Измайлово,16-я Парковая ,55К2,Щёлковская,55.811211,37.827054,1
5,9,1,33.0,45000,Выхино-Жулебино,Ташкентская ,22К1,Юго-Восточная,55.7016731,37.810541,1
7,9,1,34.0,41000,Гольяново,Чусовская ,11К1,Щёлковская,55.8146352,37.8115845,1
3,5,2,47.0,45000,Бескудниковский,Дмитровское шоссе,99К1,Яхромская,55.8747082,37.5464268,1
5,6,1,32.0,43000,Зюзино,Чонгарский бульвар,27К2,Севастопольская,55.6523861,37.6003551,1
7,9,1,34.5,45000,Орехово-Борисово Северное,Ореховый бульвар,7К1,Домодедовская,55.6096657,37.7060471,1
11,12,1,33.0,42000,Западное Дегунино, Ивана Сусанина,4К2,Моссельмаш,55.8669147,37.5266416,1
4,6,-1,22.0,45000,Перово, 2-я Энтузиастов,5к39,Андроновка,55.7477017,37.7325574,1
18,19,1,37.0,45000,Некрасовка,Рождественская ,6,Некрасовка,55.6998482,37.9141358,1
4,5,1,27.0,43000,Зюзино,Одесская ,23К1,Каховская,55.6574168,37.5925469,1
9,12,2,55.0,43000,Десёновское, 3-я Нововатутинская,7,Ольховая,55.5200923,37.3525622,1
13,24,1,40.1,45000,Северное Тушино,Туристская ,33К2,Планерная,55.8584216,37.418574,1
5,17,1,38.0,45000,Сосенское, Эдварда Грига,15,Потапово,55.5571629,37.5080202,1
8,14,1,37.0,45000,Дмитровский,Яхромская ,3К4,Яхромская,55.8830801,37.5381799,1
7,16,1,36.7,45000,Северный,Долгопрудная аллея,14к1,Долгопрудная,55.9421854,37.5300267,1
4,9,1,37.0,43000,Теплый Стан, Теплый Стан,14/2,Генерала Тюленева,55.6305901,37.4841746,1
5,5,1,31.0,45000,Северное Измайлово,15-я Парковая ,52К2,Щелковская,55.808909,37.8194665,1
9,17,1,39.0,45000,Восточное Дегунино, 800-летия Москвы,26К1,Бескудниково,55.8793673,37.5611537,1
9,11,1,43.0,45000,Внуковское,бульвар Андрея Тарковского,7,Рассказовка,55.6266102,37.3439787,1
5,5,1,30.0,45000,Преображенское,Просторная ,10К4,Преображенская площадь,55.8044107,37.7200924,1
9,16,1,35.0,45000,Коньково, Островитянова,21,Коньково,55.6372512,37.5128571,1
8,16,1,20.0,42000,Нижегородский,Рязанский проспект,5,Нижегородская,55.7230828,37.7659619,1
12,17,1,38.0,42000,Сосенское, Лазурная,8,Коммунарка,55.5684882,37.4718435,1
2,5,2,46.0,45000,Перово,Новогиреевская ,23,Перово,55.7563378,37.7978917,1
9,9,1,36.0,45000,Хорошево-Мневники, Народного Ополчения,21К1,Народное Ополчение,55.7774285,37.4772226,1
11,21,-1,20.0,43000,Тропарево-Никулино,Востряковское шоссе,7с1,Озёрная,55.6615901,37.4539618,1
24,25,1,21.0,45000,Московский, Саларьевская,16к3,Саларьево,55.616956,37.4072568,1
6,9,1,42.0,45000,Бибирево, Коненкова,6А,Бибирево,55.8890199,37.609542,1
4,16,2,38.0,43000,Внуковское, Омская,14к3,Аэропорт Внуково,55.6208893,37.2662783,1
10,14,1,36.8,45000,Сосенское,проспект Куприна,34к1,Потапово,55.5407032,37.4563515,1
2,5,1,31.0,45100,Зюзино,Болотниковская ,45К2,Зюзино,55.6608918,37.5837493,1
