floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality
8,14,2,93.0,300000,Мещанский, Советской Армии,6,Достоевская,55.7868197,37.6173924,1
10,11,4,140.0,270000,Хорошево-Мневники,проспект Маршала Жукова,59,Бульвар Генерала Карбышева,55.7773595,37.4589638,1
4,8,3,88.0,295000,Таганский,Серебряническая набережная,11,Китай-город,55.7497426,37.6478773,1
3,8,4,120.0,260000,Пресненский,Садовая-Кудринская ,14-16,Баррикадная,55.7618251,37.5875518,1
16,24,3,85.0,275000,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,55.7775281,37.5147099,0
5,9,3,120.0,287000,Арбат,Староконюшенный переулок,32,Арбатская,55.7495739,37.5953201,1
5,12,3,110.0,270000,Тверской,1-я Миусская ,2С1,Новослободская,55.7793321,37.5980453,1
45,85,2,85.0,290000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
20,30,4,186.0,300000,Тропарево-Никулино,проспект Вернадского,105к4,Юго-Западная,55.6634522,37.4869147,1
5,16,2,95.0,290000,Арбат,1-й Смоленский переулок,17,Смоленская,55.7486731,37.5785146,1
12,21,3,100.0,300000,Даниловский, Виктора Маслова,2,Автозаводская,55.7176401,37.6538589,0
30,32,3,90.0,260000,Щукино,Авиационная ,77к2,Щукинская,55.809089,37.4507767,1
2,9,5,170.0,300000,Очаково-Матвеевское,Староволынская ,15к1,Матвеевская,55.7150373,37.4798878,1
24,48,3,116.0,270000,Хорошево-Мневники,проспект Маршала Жукова,78,Народное Ополчение,55.7800636,37.4500583,1
3,8,4,126.0,260000,Пресненский,Садовая-Кудринская ,14-16,Баррикадная,55.7618251,37.5875518,1
4,8,3,105.0,295000,Пресненский,Малая Бронная ,38,Маяковская,55.764955,37.5924157,1
3,7,3,90.0,275000,Измайлово,Измайловский проезд,10к1,Измайловская,55.793048,37.770024,1
3,6,3,143.0,270000,Покровское-Стрешнево,Береговая ,4К2,Стрешнево,55.8283043,37.4677476,1
4,7,3,110.0,300000,Пресненский,Большой Палашевский переулок,3,Пушкинская,55.7641244,37.5975523,1
6,6,5,140.0,300000,Арбат,Кривоарбатский переулок,12,Смоленская,55.7478954,37.5892523,1
3,4,4,126.0,300000,Пресненский,Малый Козихинский переулок,8/18,Пушкинская,55.7642216,37.5956781,1
6,12,3,99.0,280000,Аэропорт,Ленинградский проспект,36с30,Динамо,55.7894069,37.5695813,1
7,14,3,125.0,260000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
4,16,3,140.0,300000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
3,6,3,145.0,270000,Покровское-Стрешнево,Береговая ,4К2,Стрешнево,55.8283043,37.4677476,1
18,24,4,150.0,300000,Сокол, Алабяна,13к1,Панфиловская,55.7996729,37.5063367,1
3,4,4,130.0,300000,Пресненский,Малый Козихинский переулок,8/18,Пушкинская,55.7642216,37.5956781,1
17,41,2,75.0,295000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,55.7940374,37.5424598,1
7,14,3,120.0,260000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
7,14,3,135.0,300000,Мещанский,Протопоповский переулок,17С3,Проспект Мира,55.7806266,37.6324038,0
8,15,1,70.0,270000,Хамовники,Малая Пироговская ,8,Спортивная,55.7297802,37.5692548,1
1,4,3,125.0,300000,Басманный,Малый Козловский переулок,8,Красные ворота,55.7645773,37.6481427,1
8,12,3,115.0,270000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,55.741257,37.6316715,1
4,13,3,115.0,260000,Тверской,4-я Тверская-Ямская ,22,Маяковская,55.7741487,37.5947019,1
4,17,3,140.0,300000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
2,14,3,65.0,260000,Замоскворечье,Большой Строченовский переулок,9,Павелецкая,55.7299833,37.6299799,0
8,12,3,115.0,270000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,55.741257,37.6316715,1
7,14,3,125.0,280000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
20,23,3,124.1,275000,Войковский,Выборгская ,7к1,Водный стадион,55.8354341,37.4958206,1
2,9,3,80.0,265000,Даниловский, Архитектора Щусева,5к2,ЗИЛ,55.696815,37.634168,1
10,11,4,140.0,270000,Хорошево-Мневники,проспект Маршала Жукова,59,Бульвар Генерала Карбышева,55.7773595,37.4589638,1
3,8,3,144.0,270000,Тверской,Весковский переулок,3,Менделеевская,55.7791357,37.5985964,1
41,75,2,107.5,270000,Пресненский,набережная Пресненская,8с1,Деловой центр,55.7456649,37.5364637,0
3,4,2,75.0,280000,Пресненский,Малый Козихинский переулок,8/18,Пушкинская,55.7642216,37.5956781,1
3,7,4,200.0,300000,Арбат,Кривоарбатский переулок,16/22,Смоленская,55.7476693,37.5884166,1
6,7,4,160.0,280000,Тверской,2-я Тверская-Ямская ,28,Маяковская,55.7727774,37.5932105,1
38,68,2,73.0,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
2,6,4,130.0,300000,Тверской, Малая Дмитровка,29С1,Маяковская,55.7714201,37.6038327,1
81,95,2,74.0,280000,Пресненский,набережная Пресненская,12,Деловой центр,55.7456649,37.5364637,0
2,4,3,106.0,300000,Хамовники, Ленивка,1/45с3,Кропоткинская,55.746942,37.6087714,0
63,79,2,62.0,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
41,95,2,86.0,270000,Пресненский,набережная Пресненская,12,Деловой центр,55.7456649,37.5364637,0
5,28,3,140.0,260000,Сокольники,Русаковская ,31,Сокольники,55.7885128,37.6785929,1
4,13,3,120.0,260000,Тверской,4-я Тверская-Ямская ,22,Маяковская,55.7741487,37.5947019,1
28,78,2,74.0,280000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
17,57,4,136.0,300000,Хорошевский,Чапаевский переулок,3,Аэропорт,55.7981821,37.5203822,1
2,9,5,160.0,300000,Очаково-Матвеевское,Староволынская ,15к1,Матвеевская,55.7150373,37.4798878,1
46,75,1,51.0,270000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
3,5,4,126.0,300000,Пресненский,Малый Козихинский переулок,8/18,Пушкинская,55.7642216,37.5956781,1
2,2,2,77.0,265000,Даниловский, Архитектора Щусева,5к2,ЗИЛ,55.696815,37.634168,1
22,29,3,78.2,299000,Ростокино, Вильгельма Пика,1,Ботанический сад,55.8347963,37.6389504,1
35,85,2,82.0,280000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
31,44,3,193.0,300000,Фили-Давыдково,Давыдковская ,3,Славянский бульвар,55.7273844,37.4800654,1
16,27,3,80.0,270000,Раменки, Янковского,1к1,Аминьевская,55.6971999,37.4733308,1
21,49,2,91.0,300000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1
11,85,2,90.0,300000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1
3,25,3,93.8,300000,Хорошево-Мневники,Живописная ,21А,Щукинская,55.7934662,37.4487383,1
3,5,2,75.0,300000,Пресненский,Малый Козихинский переулок,8/18,Пушкинская,55.7642216,37.5956781,1
69,85,2,78.0,280000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
17,41,2,72.4,295000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,55.7940374,37.5424598,1
47,75,2,61.0,280000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0
22,85,2,91.0,300000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1
3,5,3,98.0,270000,Якиманка,1-й Спасоналивковский переулок,17К2,Октябрьская,55.7328495,37.6153109,1
5,24,5,164.0,280000,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,55.7583573,37.5489155,1
4,7,3,110.0,300000,Пресненский,Большой Палашевский переулок,3,Пушкинская,55.7641244,37.5975523,1
4,16,3,140.0,290000,Раменки,Мосфильмовская ,70,Минская,55.7109782,37.5043164,0
15,57,4,196.0,300000,Хорошевский,Чапаевский переулок,3,Аэропорт,55.7981821,37.5203822,1
36,68,2,62.2,280000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
54,85,2,85.0,300000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
6,8,2,97.0,290000,Арбат,Кривоарбатский переулок,16/22,Смоленская,55.7476693,37.5884166,1
32,44,2,67.0,260000,Пресненский,Ходынская ,2,Улица 1905 года,55.7703351,37.5637969,1
20,33,4,186.0,300000,Тропарево-Никулино,проспект Вернадского,105к4,Юго-Западная,55.6634522,37.4869147,1
18,36,2,74.0,255000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,55.794056,37.5412714,1
4,5,4,162.0,270000,Покровское-Стрешнево,Береговая ,4К3,Стрешнево,55.8288781,37.4686715,1
1,4,3,130.0,300000,Басманный,Малый Козловский переулок,8,Красные ворота,55.7645773,37.6481427,1
4,12,3,110.0,300000,Пресненский,Большой Палашевский переулок,3,Пушкинская,55.7641244,37.5975523,1
21,41,4,110.0,270000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,55.764544,37.5111189,1
40,68,2,75.0,280000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
3,16,3,140.0,290000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
14,29,1,45.0,290000,Даниловский, Виктора Маслова,2,Автозаводская,55.7176401,37.6538589,0
48,68,2,70.0,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
13,78,2,62.0,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
12,12,3,60.0,280000,Якиманка, Серафимовича,2,Боровицкая,55.7434543,37.6150648,0
3,8,4,128.0,260000,Пресненский,Садовая-Кудринская ,14-16,Баррикадная,55.7618251,37.5875518,1
33,78,2,68.0,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
3,22,2,67.0,300000,Пресненский, Костикова,4к1,Улица 1905 года,55.7613104,37.5573303,1
8,12,3,115.0,270000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,55.741257,37.6316715,1
26,78,2,65.5,260000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
8,21,3,102.0,300000,Даниловский, Виктора Маслова,2,Автозаводская,55.7176401,37.6538589,0
13,77,2,62.0,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
3,8,4,128.0,270000,Пресненский,Садовая-Кудринская ,14-16,Баррикадная,55.7618251,37.5875518,1
22,29,3,78.0,299000,Ростокино, Вильгельма Пика,1,Ботанический сад,55.8347963,37.6389504,1
7,12,3,132.0,270000,Пресненский,Зоологическая ,26С2,Баррикадная,55.7669212,37.5817972,1
22,85,2,88.0,300000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
33,78,2,75.0,280000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
18,23,4,162.0,300000,Сокол, Алабяна,13к1,Панфиловская,55.7996729,37.5063367,1
7,7,5,141.0,300000,Арбат,Кривоарбатский переулок,12,Смоленская,55.7478954,37.5892523,1
28,78,2,71.8,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
8,12,3,132.0,275000,Пресненский,Зоологическая ,26С2,Баррикадная,55.7669212,37.5817972,1
4,16,3,140.0,300000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
8,42,2,65.0,270000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,55.793044,37.5418667,1
7,14,3,130.0,260000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
3,25,3,94.0,300000,Хорошево-Мневники,Живописная ,21А,Щукинская,55.7934662,37.4487383,1
9,10,2,95.0,300000,Аэропорт,Ленинградский проспект,36с31,Динамо,55.7881817,37.5668661,1
12,53,4,108.0,290000,Раменки,Мичуринский проспект,56,Раменки,55.695807,37.4853771,1
5,6,3,60.0,255000,Басманный,Хоромный тупик,2/6,Красные ворота,55.7678548,37.6484304,1
5,18,2,73.0,280000,Беговой,Ленинградский проспект,29к3,Динамо,55.7843764,37.5628989,1
7,10,2,56.3,260000,Алексеевский,Новоалексеевская ,22к2,Алексеевская,55.8100134,37.6539777,1
38,68,2,72.5,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
21,33,4,132.0,260000,Обручевский,Ленинский проспект,95Б,Новаторская,55.6729453,37.5244522,1
51,85,2,86.7,270000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1
31,49,2,83.0,300000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1
7,42,2,75.0,260000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,55.7616673,37.5131556,1
42,49,2,88.0,280000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
47,68,2,78.0,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
2,6,3,120.0,300000,Тверской, Малая Дмитровка,29С1,Маяковская,55.7714201,37.6038327,1
42,68,2,74.5,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
26,85,2,89.2,300000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
24,24,2,70.0,260000,Хорошевский, Авиаконструктора Сухого,2к2,ЦСКА,55.787104,37.5423718,1
12,78,2,65.2,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
45,78,2,65.7,270000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
6,7,2,36.9,280000,Пресненский,Большая Никитская ,31,Арбатская,55.7568727,37.5960084,1
31,68,2,72.4,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
10,79,2,63.0,300000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
3,7,3,126.0,260000,Очаково-Матвеевское,Староволынская ,15к4,Матвеевская,55.7145757,37.4803983,1
12,18,3,95.0,300000,Беговой,Ленинградский проспект,29к3,Динамо,55.7843764,37.5628989,1
17,68,2,50.0,270000,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,55.7539404,37.5704554,0
13,18,3,75.0,280000,Беговой,Ленинградский проспект,29к3,Динамо,55.7843764,37.5628989,1
3,16,4,90.0,270000,Даниловский, Архитектора Щусева,5к2,ЗИЛ,55.696815,37.634168,1
2,18,4,135.0,270000,Филевский парк,Кастанаевская ,17,Филёвский парк,55.7377579,37.4904194,1
2,15,4,72.0,300000,Дорогомилово,Бережковская набережная,12,Киевская,55.7382933,37.5646385,1
11,35,2,80.0,270000,Пресненский,Шмитовский проезд,39к8,Москва-Сити,55.7522602,37.526628,1
8,10,2,55.7,270000,Замоскворечье,Стремянный переулок,2,Павелецкая,55.7269922,37.6280431,0
5,7,4,176.0,280000,Пресненский,Никитский бульвар,12,Арбатская,55.7556261,37.6005186,1
3,18,4,120.0,300000,Донской, Орджоникидзе,1,Шаболовская,55.7108216,37.605267,1
15,57,4,195.7,300000,Хорошевский,Чапаевский переулок,3,Аэропорт,55.7981821,37.5203822,1
24,48,3,116.0,269000,Хорошево-Мневники,проспект Маршала Жукова,78,Серебряный Бор,55.7800636,37.4500583,1
12,79,3,85.0,300000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
6,12,2,72.1,290000,Тверской,2-я Брестская ,6,Маяковская,55.770968,37.5915665,1
18,29,3,75.0,260000,Филевский парк,Береговой проезд,3,Фили,55.7574628,37.5090225,1
45,79,2,62.0,260000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
20,78,1,62.0,300000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
2,8,-1,130.0,280000,Нижегородский,Подъемная ,14С37,Авиамоторная,55.742396,37.707641,1
5,21,3,103.0,300000,Раменки,Мосфильмовская ,88к2с5,Раменки,55.7109782,37.5043164,0
42,78,2,72.0,299990,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
1,6,2,62.0,270000,Замоскворечье, Зацепский Вал,5,Павелецкая,55.7324581,37.6408236,1
15,15,4,176.0,285000,Раменки,Университетский проспект,16,Ломоносовский проспект,55.7156114,37.5209215,1
19,29,3,62.4,300000,Филевский парк,Береговой проезд,3,Фили,55.7574628,37.5090225,1
6,21,1,49.0,270000,Пресненский, Костикова,4к3,Улица 1905 года,55.7611548,37.5560209,1
20,24,3,156.4,300000,Можайский, Толбухина,11К2,Сетунь,55.7218086,37.3983503,1
2,14,3,84.0,300000,Нагатинский затон, Корабельная,9,Нагатинский Затон,55.6847699,37.6982922,1
15,18,3,101.0,260000,Якиманка, Шаболовка,10к1,Октябрьская,55.7238044,37.6088645,1
45,68,-1,50.2,260000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
16,40,3,125.0,299999,Щукино,Авиационная ,79К1,Щукинская,55.8065058,37.4500473,1
8,8,-1,164.2,300000,Ломоносовский, Кравченко,12,Проспект Вернадского,55.6779783,37.5158434,1
14,77,2,62.0,269000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
2,6,2,47.7,300000,Хамовники,Зубовская ,7,Парк Культуры,55.73689,37.5832809,1
2,7,2,89.0,285000,Пресненский,Ермолаевский переулок,10/7,Маяковская,55.763681,37.5905578,1
21,25,5,180.0,275000,Академический,проспект 60-летия Октября,8,Академическая,55.6962673,37.5816889,1
4,34,4,135.3,270000,Аэропорт,Кочновский проезд,4к1,Гражданская,55.8065607,37.5426613,1
8,12,2,85.0,300000,Аэропорт,Ленинградский проспект,36с30,Динамо,55.7894069,37.5695813,1
9,24,3,110.0,300000,Можайский, Козлова,34,Давыдково,55.7178979,37.4475333,1
8,17,4,130.0,280000,Раменки,Мичуринский проспект,9,Раменки,55.701303,37.5073484,1
3,10,2,48.0,290000,Пресненский,2-я Черногрязская ,6к1,Улица 1905 года,55.7613236,37.5472084,1
6,7,3,124.7,288000,Очаково-Матвеевское,Староволынская ,15к4,Матвеевская,55.7145757,37.4803983,1
4,19,2,56.2,300000,Красносельский,проспект Академика Сахарова,7,Красные ворота,55.7693344,37.6424264,0
2,7,4,169.5,300000,Тверской,2-я Тверская-Ямская ,28,Маяковская,55.7727774,37.5932105,1
28,79,2,72.0,299990,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
2,6,3,115.0,300000,Очаково-Матвеевское,Староволынская ,15к1,Матвеевская,55.7150373,37.4798878,1
7,8,2,104.2,300000,Даниловский,2-й Павелецкий проезд,5С1,Пролетарская,55.7132116,37.6434932,0
30,78,2,65.0,279999,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
34,65,2,50.4,270000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
2,15,2,59.0,300000,Пресненский, Костикова,4к4,Улица 1905 года,55.7611764,37.5552444,1
10,78,2,62.0,260000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
47,68,3,95.0,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
4,16,2,62.0,290000,Раменки,Воробьевское шоссе,4С1,Поклонная,55.7283174,37.543188,0
9,14,3,117.4,280000,Таганский,Сосинская ,6,Пролетарская,55.7293304,37.6733872,1
16,22,4,86.0,295000,Кунцево,Ярцевская ,34К2,Молодёжная,55.7416774,37.4194327,1
21,37,3,90.0,280000,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,55.7454539,37.5321305,0
20,23,3,125.0,275000,Войковский,Выборгская ,7к2,Водный стадион,55.8357774,37.4952728,1
2,8,2,65.0,280000,Беговой, 1-я Ямского Поля,1к1,Белорусская,55.780174,37.58019,1
42,78,2,58.1,265000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
8,9,1,37.0,270000,Тверской,1-я Тверская-Ямская ,2С1,Маяковская,55.7701699,37.5964235,1
6,6,3,70.0,300000,Тверской,Тверская ,19А,Пушкинская,55.7658059,37.6027783,1
8,18,3,130.0,300000,Пресненский,Большая Грузинская ,37С2,Белорусская,55.7694792,37.5808071,1
50,68,3,90.0,299000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
16,20,3,75.0,260000,Филевский парк,Береговой проезд,3,Фили,55.7574628,37.5090225,1
50,75,2,60.0,280000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0
66,80,1,60.0,300000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
19,72,-1,195.0,265000,Пресненский,набережная Пресненская,8с1,Деловой центр,55.7456649,37.5364637,0
4,5,3,122.0,280000,Хамовники,Пожарский переулок,8,Кропоткинская,55.7415589,37.6020622,1
3,4,4,130.0,300000,Пресненский,Малый Козихинский переулок,8/18,Тверская,55.7642216,37.5956781,1
3,18,3,94.3,260000,Донской, Орджоникидзе,1,Шаболовская,55.7108216,37.605267,1
20,30,4,186.0,300000,Тропарево-Никулино,проспект Вернадского,105к4,Юго-Западная,55.6634522,37.4869147,1
5,33,4,120.0,260000,Нагатино-Садовники,1-й Нагатинский проезд,11к2,Нагатинская,55.67808,37.6335961,1
39,65,2,52.0,300000,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,55.7539404,37.5704554,0
11,15,3,67.8,300000,Беговой, 1-я Ямского Поля,1к1,Белорусская,55.780174,37.58019,1
7,13,3,138.4,300000,Пресненский,Зоологическая ,26С2,Баррикадная,55.7669212,37.5817972,1
3,8,4,130.0,260000,Пресненский,Садовая-Кудринская ,14-16,Баррикадная,55.7618251,37.5875518,1
8,13,3,131.6,300000,Пресненский,Зоологическая ,26С2,Баррикадная,55.7669212,37.5817972,1
8,15,2,82.3,265000,Аэропорт,Ленинградский проспект,36с39,Динамо,55.7902222,37.567177,1
4,8,3,135.0,270000,Арбат, Арбат,51С1,Смоленская,55.7476609,37.5864125,1
35,66,2,83.0,290000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
8,14,3,120.0,300000,Хамовники,Ружейный переулок,3,Смоленская,55.7426965,37.5796288,1
6,6,5,140.0,300000,Арбат,Кривоарбатский переулок,12,Смоленская,55.7478954,37.5892523,1
12,50,3,144.6,290000,Раменки,Мосфильмовская ,70к1,Ломоносовский проспект,55.7147357,37.5046059,1
16,27,3,116.0,270000,Раменки, Янковского,1к2,Аминьевская,55.6957924,37.4733095,1
7,14,3,110.0,260000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
47,85,2,90.0,299990,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1
47,79,2,85.0,285000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
4,16,3,145.0,300000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
11,25,2,103.0,300000,Щукино,Авиационная ,77к2,Щукинская,55.809089,37.4507767,1
3,5,3,66.0,265000,Басманный,Покровский бульвар,14/5,Китай-город,55.7546205,37.647546,1
61,79,1,45.0,260000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
19,22,3,140.0,300000,Красносельский,Грохольский переулок,28,Проспект Мира,55.7770971,37.6360679,0
6,6,5,140.0,300000,Арбат,Кривоарбатский переулок,12,Смоленская,55.7478954,37.5892523,1
33,42,3,90.0,255000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,55.7616673,37.5131556,1
5,14,3,73.0,300000,Раменки,проспект Генерала Дорохова,39к1Д,Минская,55.7178143,37.4979559,1
6,7,3,125.0,270000,Басманный,Большой Казенный переулок,7,Курская,55.7601896,37.6549184,1
8,12,3,115.0,300000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,55.741257,37.6316715,1
16,53,3,78.0,300000,Пресненский,Шмитовский проезд,39к8,Москва-Сити,55.7522602,37.526628,1
5,17,-1,220.0,300000,Пресненский,Студенецкий переулок,3,Улица 1905 года,55.7576237,37.5557031,1
18,29,3,82.0,280000,Филевский парк,Большая Филевская ,3к1,Фили,55.7513553,37.5172619,1
13,18,3,93.0,300000,Беговой,Ленинградский проспект,29к3,Динамо,55.7843764,37.5628989,1
6,7,5,140.0,300000,Арбат,Кривоарбатский переулок,12,Смоленская,55.7478954,37.5892523,1
6,7,2,40.1,280000,Пресненский,Большая Никитская ,31,Арбатская,55.7568727,37.5960084,1
6,16,3,150.0,280000,Раменки,Минская ,1Б,Минская,55.7172132,37.5011825,1
27,68,1,63.0,300000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1
3,9,4,135.0,300000,Тверской,1-я Тверская-Ямская ,28,Белорусская,55.7751109,37.5879743,1
7,14,3,126.0,260000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
14,79,2,62.0,290000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0
8,18,3,65.9,300000,Беговой, 1-я Ямского Поля,1к1,Белорусская,55.780174,37.58019,1
5,17,-1,221.1,300000,Пресненский,Студенецкий переулок,3,Улица 1905 года,55.7576237,37.5557031,1
4,16,3,140.0,290000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
3,8,3,89.3,265000,Хорошевский, Зорге,9к1,Зорге,55.7823303,37.5097935,1
6,6,5,140.0,300000,Арбат,Кривоарбатский переулок,12,Смоленская,55.7478954,37.5892523,1
8,12,3,115.0,270000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,55.741257,37.6316715,1
5,6,2,82.6,285000,Даниловский,проспект Лихачева,10к4,Остров мечты,55.6907208,37.6559,1
7,14,3,126.0,260000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,55.745978,37.5706274,1
4,16,3,140.0,300000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,55.715575,37.5080535,1
5,17,2,64.0,300000,Пресненский, Костикова,4к4,Улица 1905 года,55.7611764,37.5552444,1
5,17,-1,220.0,300000,Пресненский,Студенецкий переулок,3,Улица 1905 года,55.7576237,37.5557031,1
10,38,4,130.0,280000,Раменки,Мосфильмовская ,70к1,Ломоносовский проспект,55.7147357,37.5046059,1
9,24,4,134.0,300000,Раменки,Ломоносовский проспект,25к1,Университет,55.6940874,37.5330999,1
24,85,2,83.2,260000,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0
9,10,3,97.0,285000,Даниловский,проспект Лихачева,12к4,Технопарк,55.6900351,37.6548722,1
